P020180222583534016158,109,1,组织-营业收入,19,报告期内，<e1>公司</e1>主营业务收入分别达到 <e2>1.35 亿元</e2>、1.77 亿元和 2.66亿元
P020180222583534016158,109,1,组织-营业收入,19,报告期内，<e1>公司</e1>主营业务收入分别达到 1.35 亿元、<e2>1.77 亿元</e2>和 2.66亿元
P020180222583534016158,109,1,组织-营业收入,19,报告期内，<e1>公司</e1>主营业务收入分别达到 1.35 亿元、1.77 亿元和 <e2>2.66亿元</e2>
P020180222583534016158,114,2,组织-主要产品,29,<e1>公司</e1>该类产品主要包括<e2>故障在线监测装置</e2>、气体绝缘环网柜系列、固体绝缘环网柜系列和箱式开闭所等，具体产品及用途介绍如下
P020180222583534016158,114,2,组织-主要产品,29,<e1>公司</e1>该类产品主要包括故障在线监测装置、<e2>气体绝缘环网柜系列</e2>、固体绝缘环网柜系列和箱式开闭所等，具体产品及用途介绍如下
P020180222583534016158,114,2,组织-主要产品,29,<e1>公司</e1>该类产品主要包括故障在线监测装置、气体绝缘环网柜系列、<e2>固体绝缘环网柜系列</e2>和箱式开闭所等，具体产品及用途介绍如下
P020180222583534016158,114,2,组织-主要产品,29,<e1>公司</e1>该类产品主要包括故障在线监测装置、气体绝缘环网柜系列、固体绝缘环网柜系列和<e2>箱式开闭所</e2>等，具体产品及用途介绍如下
P020180222583534016158,131,3,组织-主要产品,29,<e1>公司</e1>生产的<e2>输变电监测设备</e2>和配网自动化设备的市场需求主要来源于两大电网公司及其下属企业
P020180222583534016158,131,3,组织-主要产品,29,<e1>公司</e1>生产的输变电监测设备和<e2>配网自动化设备</e2>的市场需求主要来源于两大电网公司及其下属企业
P020180222583534016158,146,4,组织-主要产品,29,<e1>公司</e1>紧跟在线监测市场的发展趋势，及时对在线监测产品进行升级，开发出应用于变电站的<e2>变电站智能巡检机器人</e2>
P020180222583534016158,148,5,竞争对手-组织,14,提供智能开关等一次设备、变电或调度等子领域的自动化设备或“终端+智能开关”成套终端设备方案的非综合性企业，如北京科锐、<e1>东方电子</e1>等，<e2>本公司</e2>即属于该类型
P020180222583534016158,148,5,竞争对手-组织,14,提供智能开关等一次设备、变电或调度等子领域的自动化设备或“终端+智能开关”成套终端设备方案的非综合性企业，如<e1>北京科锐</e1>、东方电子等，<e2>本公司</e2>即属于该类型
P020180222583534016158,162,6,组织-主要产品,29,<e1>公司</e1>通过竞争性谈判取得<e2>智能巡检机器人</e2>、油色谱、图像/视频在线监测装置等产品订单
P020180222583534016158,162,6,组织-主要产品,30,<e1>公司</e1>通过竞争性谈判取得智能巡检机器人、<e2>油色谱</e2>、图像/视频在线监测装置等产品订单
P020180222583534016158,162,6,组织-主要产品,31,<e1>公司</e1>通过竞争性谈判取得智能巡检机器人、油色谱、<e2>图像/视频在线监测装置</e2>等产品订单
P020180222583534016158,171,7,组织-主要客户,9,<e1>公司</e1>主要客户为<e2>电网公司</e2>，与客户签订的销售合同中关于价款的支付通常约定按照合同签订、到货验收、投运款、质保期等不同履行阶段分期结算款项，给予客户 10 天至 60 天不等的信用期
